                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.2197,                 1.8022,                 1.4595,                 0.3087,                0.49043,                0.40311,                0.26974,                 1.3973,                 1.9096,                 1.6898,             0.00077527,             0.00077527,             0.00077527
                     16,                 1.2196,                 1.7545,                 1.4733,                 0.4027,                 0.4514,                0.39851,                0.26306,                 1.3841,                 2.0079,                 1.6776,             0.00077115,             0.00077115,             0.00077115
                     17,                 1.1999,                 1.7552,                 1.4567,                0.45848,                0.38078,                0.35557,                0.23446,                 1.3699,                 1.9119,                 1.6952,             0.00076703,             0.00076703,             0.00076703
                     18,                  1.227,                 1.7683,                 1.4843,                0.29439,                0.46694,                0.39874,                0.25832,                 1.4358,                 1.9648,                 1.7295,              0.0007629,              0.0007629,              0.0007629
                     19,                 1.1767,                 1.6649,                 1.4526,                0.39803,                0.43061,                0.41854,                0.27371,                 1.4372,                 1.8394,                 1.7102,             0.00075878,             0.00075878,             0.00075878
                     20,                  1.184,                 1.6207,                 1.4395,                0.56243,                 0.3638,                0.35828,                0.23168,                  1.502,                 1.8355,                 1.7717,             0.00075466,             0.00075466,             0.00075466
                     21,                 1.1645,                 1.6435,                 1.4367,                0.34296,                0.46208,                0.39878,                0.24754,                 1.4523,                 1.8576,                 1.7518,             0.00075053,             0.00075053,             0.00075053
                     22,                 1.1524,                 1.6382,                 1.4241,                0.39049,                0.48817,                0.41134,                0.23243,                 1.5775,                 1.9323,                 1.9295,             0.00074641,             0.00074641,             0.00074641
                     23,                  1.162,                 1.5326,                 1.4325,                0.63778,                 0.3526,                0.35722,                 0.2289,                 1.4433,                 2.0837,                 1.8129,             0.00074229,             0.00074229,             0.00074229
                     24,                 1.1566,                 1.5104,                 1.4181,                0.40387,                0.50323,                0.47958,                0.30622,                 1.4177,                 1.6664,                 1.6948,             0.00073816,             0.00073816,             0.00073816
                     25,                 1.1708,                 1.5624,                 1.4393,                0.38525,                0.56827,                0.48637,                0.30597,                 1.4149,                 1.6703,                 1.6857,             0.00073404,             0.00073404,             0.00073404
                     26,                 1.1317,                 1.4381,                 1.4006,                0.45706,                0.54491,                 0.5106,                0.34081,                 1.3295,                 1.6193,                 1.6218,             0.00072992,             0.00072992,             0.00072992
                     27,                 1.1161,                 1.4926,                 1.4118,                0.51043,                0.50424,                0.47933,                0.31466,                 1.3706,                  1.767,                 1.6971,             0.00072579,             0.00072579,             0.00072579
                     28,                 1.1266,                 1.4626,                 1.4037,                0.45627,                0.58586,                 0.5174,                0.32106,                 1.3594,                  1.579,                 1.6805,             0.00072167,             0.00072167,             0.00072167
                     29,                 1.1317,                 1.4612,                 1.4195,                0.33191,                0.49661,                0.41302,                0.26345,                  1.451,                  1.825,                 1.7416,             0.00071755,             0.00071755,             0.00071755
                     30,                 1.1403,                 1.4723,                 1.4154,                0.43645,                0.51971,                0.48543,                0.31965,                 1.3779,                 1.6354,                 1.6952,             0.00071342,             0.00071342,             0.00071342
                     31,                 1.1411,                 1.4329,                 1.4323,                0.46554,                0.52296,                0.49979,                0.32682,                 1.3445,                 1.6401,                 1.6622,              0.0007093,              0.0007093,              0.0007093
                     32,                 1.0974,                 1.4199,                 1.3962,                0.43377,                0.44953,                 0.4662,                0.31151,                 1.3335,                 1.8117,                 1.6525,             0.00070518,             0.00070518,             0.00070518
                     33,                 1.1122,                 1.4262,                 1.3748,                0.41339,                0.51803,                0.50257,                0.34284,                 1.3384,                 1.6286,                 1.6464,             0.00070105,             0.00070105,             0.00070105
                     34,                 1.0837,                 1.3972,                 1.3822,                0.71441,                0.39077,                0.50054,                0.31921,                 1.3767,                 1.7289,                 1.6686,             0.00069693,             0.00069693,             0.00069693
                     35,                 1.0894,                 1.3374,                 1.3735,                0.53248,                0.53873,                0.55394,                0.36946,                 1.3778,                  1.497,                  1.686,             0.00069281,             0.00069281,             0.00069281
                     36,                 1.0948,                 1.3315,                 1.3778,                0.43792,                0.59599,                0.51103,                0.33947,                 1.3622,                 1.5281,                 1.6624,             0.00068868,             0.00068868,             0.00068868
                     37,                 1.0504,                 1.3077,                  1.363,                0.55092,                0.46836,                0.50808,                0.32945,                 1.3911,                 1.6729,                 1.6752,             0.00068456,             0.00068456,             0.00068456
                     38,                 1.0824,                 1.3378,                 1.3821,                 0.4627,                0.63087,                0.56552,                  0.357,                 1.3769,                  1.659,                 1.6904,             0.00068044,             0.00068044,             0.00068044
                     39,                 1.0727,                  1.315,                  1.374,                0.65018,                0.43994,                0.49427,                0.32433,                 1.3466,                  1.806,                 1.6914,             0.00067631,             0.00067631,             0.00067631
                     40,                 1.0586,                 1.3235,                 1.3607,                0.50931,                0.61018,                0.58442,                0.37846,                 1.3607,                  1.427,                 1.6422,             0.00067219,             0.00067219,             0.00067219
                     41,                 1.0618,                 1.2895,                 1.3586,                0.54734,                0.53819,                0.53811,                0.36409,                 1.3228,                  1.507,                 1.6578,             0.00066807,             0.00066807,             0.00066807
                     42,                 1.0394,                 1.2747,                 1.3458,                 0.5793,                 0.5828,                0.57904,                 0.3741,                 1.4328,                 1.4747,                 1.7322,             0.00066394,             0.00066394,             0.00066394
                     43,                 1.0588,                 1.2465,                 1.3653,                0.70664,                 0.4102,                 0.4909,                0.31244,                  1.382,                 1.7757,                 1.7219,             0.00065982,             0.00065982,             0.00065982
                     44,                 1.0312,                 1.2726,                 1.3378,                0.36964,                0.49002,                0.47638,                0.29255,                 1.4173,                 1.8927,                  1.716,              0.0006557,              0.0006557,              0.0006557
                     45,                 1.0147,                 1.2156,                 1.3323,                0.51897,                0.54991,                0.56263,                0.36325,                 1.4179,                 1.4904,                  1.764,             0.00065157,             0.00065157,             0.00065157
                     46,                 1.0663,                 1.2284,                 1.3484,                 0.4007,                0.54033,                0.46844,                0.30843,                 1.3239,                 1.7983,                 1.6603,             0.00064745,             0.00064745,             0.00064745
                     47,                 1.0465,                 1.2219,                 1.3586,                0.59708,                0.58074,                 0.6082,                0.39117,                 1.4009,                 1.5145,                 1.7057,             0.00064333,             0.00064333,             0.00064333
                     48,                 1.0483,                 1.1593,                 1.3373,                0.49264,                0.56942,                 0.5376,                0.33983,                 1.4364,                 1.6322,                 1.7598,              0.0006392,              0.0006392,              0.0006392
                     49,                 1.0329,                 1.1494,                 1.3334,                 0.6112,                0.61685,                0.60752,                0.40285,                 1.3822,                 1.4139,                 1.6589,             0.00063508,             0.00063508,             0.00063508
                     50,                 1.0186,                  1.162,                 1.3342,                0.64284,                0.59143,                0.62208,                 0.3992,                 1.3571,                 1.5185,                 1.6655,             0.00063096,             0.00063096,             0.00063096
                     51,                0.99766,                 1.1424,                 1.3153,                0.62594,                 0.5184,                0.56431,                0.35123,                 1.3645,                 1.5591,                 1.6658,             0.00062683,             0.00062683,             0.00062683
                     52,                 1.0106,                 1.1409,                 1.3275,                 0.4997,                0.53888,                0.49908,                0.30789,                 1.3727,                 1.7872,                 1.6699,             0.00062271,             0.00062271,             0.00062271
                     53,                0.99247,                 1.1487,                 1.3094,                0.61802,                0.57916,                0.59227,                0.37957,                 1.3641,                 1.4451,                 1.6906,             0.00061859,             0.00061859,             0.00061859
                     54,                0.99615,                   1.13,                 1.3128,                0.49525,                 0.6487,                0.57642,                0.37914,                 1.3207,                 1.4561,                 1.6642,             0.00061446,             0.00061446,             0.00061446
                     55,                0.98819,                 1.0823,                 1.3188,                0.57647,                0.53405,                 0.5615,                 0.3809,                 1.3562,                 1.4856,                 1.6634,             0.00061034,             0.00061034,             0.00061034
                     56,                0.99101,                 1.1308,                 1.3052,                0.50013,                 0.5444,                  0.541,                 0.3677,                 1.3338,                 1.4736,                 1.6503,             0.00060622,             0.00060622,             0.00060622
                     57,                0.96737,                 1.0856,                 1.2934,                0.59394,                0.61058,                0.59531,                0.39155,                 1.3386,                 1.3809,                 1.6411,             0.00060209,             0.00060209,             0.00060209
                     58,                0.99156,                 1.0802,                  1.302,                0.63306,                0.59293,                 0.6285,                0.40601,                 1.3287,                 1.3646,                 1.6532,             0.00059797,             0.00059797,             0.00059797
                     59,                 1.0156,                 1.1032,                 1.2995,                0.69643,                0.60259,                 0.6157,                0.38804,                 1.3642,                 1.3355,                  1.673,             0.00059385,             0.00059385,             0.00059385
                     60,                0.97114,                 1.0819,                 1.2772,                0.56997,                0.53436,                0.55835,                0.36194,                 1.3213,                 1.5789,                 1.6562,             0.00058972,             0.00058972,             0.00058972
                     61,                0.99528,                 1.0929,                 1.2947,                0.59184,                0.63042,                0.60342,                0.40913,                 1.2864,                 1.4626,                 1.6345,              0.0005856,              0.0005856,              0.0005856
                     62,                0.94782,                 1.0702,                 1.2829,                0.62724,                0.60078,                0.60637,                0.40033,                 1.2902,                  1.353,                 1.6336,             0.00058148,             0.00058148,             0.00058148
                     63,                0.95914,                 1.0025,                 1.2805,                0.53256,                0.63017,                0.60165,                0.38662,                 1.3307,                 1.3095,                 1.6706,             0.00057735,             0.00057735,             0.00057735
                     64,                0.92162,                0.98933,                 1.2699,                0.51179,                 0.5789,                0.54259,                0.35395,                 1.3406,                 1.5854,                 1.6796,             0.00057323,             0.00057323,             0.00057323
                     65,                0.94287,                 1.0229,                 1.2783,                0.58064,                0.63131,                 0.6102,                0.39369,                 1.4192,                 1.3401,                 1.7199,             0.00056911,             0.00056911,             0.00056911
                     66,                0.94081,                0.97028,                 1.2716,                0.62548,                0.59432,                0.60612,                0.40565,                 1.2926,                 1.3746,                 1.6399,             0.00056498,             0.00056498,             0.00056498
                     67,                0.94217,                 1.0037,                 1.2732,                0.65859,                0.57158,                0.60665,                0.40414,                 1.3479,                 1.3982,                 1.6754,             0.00056086,             0.00056086,             0.00056086
                     68,                0.91608,                0.96467,                  1.254,                0.57024,                0.63796,                0.60194,                0.39627,                 1.3495,                 1.4168,                 1.6707,             0.00055674,             0.00055674,             0.00055674
                     69,                 0.9645,                  1.005,                 1.2845,                0.59508,                0.61983,                0.59804,                0.38163,                 1.3943,                 1.4424,                 1.7208,             0.00055261,             0.00055261,             0.00055261
                     70,                0.91878,                0.94531,                 1.2535,                0.59894,                 0.6102,                0.62923,                0.42614,                 1.3177,                 1.3435,                 1.6331,             0.00054849,             0.00054849,             0.00054849
                     71,                0.93097,                0.95874,                 1.2467,                0.64732,                0.60315,                0.62165,                0.41432,                 1.3417,                 1.3829,                 1.7076,             0.00054437,             0.00054437,             0.00054437
                     72,                0.94984,                0.97356,                 1.2696,                0.64911,                 0.5318,                0.58847,                0.39214,                 1.3571,                 1.4482,                 1.6905,             0.00054024,             0.00054024,             0.00054024
                     73,                0.90583,                0.95924,                 1.2519,                0.56704,                0.63027,                0.59101,                0.39299,                 1.3892,                 1.4728,                 1.6995,             0.00053612,             0.00053612,             0.00053612
                     74,                0.92449,                0.94591,                 1.2598,                0.60566,                0.62331,                0.61805,                0.40664,                 1.3441,                 1.3988,                  1.674,               0.000532,               0.000532,               0.000532
                     75,                0.91981,                0.93776,                 1.2483,                 0.7006,                0.58782,                0.63013,                0.40772,                 1.4059,                 1.3451,                 1.7201,             0.00052787,             0.00052787,             0.00052787
                     76,                0.88976,                0.93463,                  1.236,                0.61544,                 0.5917,                 0.6131,                0.40279,                 1.4133,                 1.3964,                 1.7072,             0.00052375,             0.00052375,             0.00052375
                     77,                0.92865,                0.94064,                 1.2616,                0.53122,                0.59089,                0.58663,                0.37343,                  1.338,                 1.4467,                   1.69,             0.00051963,             0.00051963,             0.00051963
                     78,                0.89391,                 0.9205,                 1.2407,                0.57921,                 0.6447,                 0.6157,                0.39964,                 1.3334,                 1.3635,                 1.6564,              0.0005155,              0.0005155,              0.0005155
                     79,                0.90696,                0.89615,                 1.2409,                0.60524,                0.50641,                0.57809,                0.38651,                 1.3452,                 1.5443,                  1.676,             0.00051138,             0.00051138,             0.00051138
                     80,                0.88857,                0.90486,                  1.243,                0.60123,                0.60863,                0.60072,                0.40098,                 1.2979,                 1.3985,                 1.6666,             0.00050726,             0.00050726,             0.00050726
                     81,                0.88672,                0.91664,                 1.2519,                0.54913,                0.62922,                0.59119,                0.38571,                 1.2983,                 1.3938,                 1.6666,             0.00050313,             0.00050313,             0.00050313
                     82,                 0.8866,                0.88984,                  1.239,                 0.5678,                0.61647,                 0.5978,                0.39312,                 1.3328,                 1.3952,                 1.6764,             0.00049901,             0.00049901,             0.00049901
                     83,                0.87502,                0.83627,                 1.2194,                0.65641,                0.60352,                0.61703,                0.41245,                 1.3163,                  1.364,                  1.649,             0.00049489,             0.00049489,             0.00049489
                     84,                0.86081,                0.83263,                 1.2108,                0.62229,                 0.5823,                0.59939,                0.39927,                 1.3447,                 1.4081,                 1.7052,             0.00049076,             0.00049076,             0.00049076
                     85,                0.89857,                0.85075,                 1.2517,                  0.616,                0.55987,                0.60525,                0.39964,                  1.299,                 1.3843,                 1.6553,             0.00048664,             0.00048664,             0.00048664
                     86,                0.88438,                0.89823,                 1.2319,                0.59947,                0.62438,                 0.6012,                0.40662,                 1.2981,                 1.3574,                 1.6397,             0.00048252,             0.00048252,             0.00048252
                     87,                0.82431,                0.81666,                 1.1922,                0.66839,                0.57623,                0.61889,                0.41174,                 1.3038,                 1.4689,                 1.6467,             0.00047839,             0.00047839,             0.00047839
                     88,                0.85522,                0.82859,                 1.2041,                0.60892,                 0.5472,                0.58621,                0.38906,                 1.2882,                 1.3856,                 1.6243,             0.00047427,             0.00047427,             0.00047427
                     89,                0.86481,                0.81071,                 1.2112,                0.64804,                0.54598,                0.60179,                0.39437,                 1.3514,                 1.3661,                 1.6777,             0.00047015,             0.00047015,             0.00047015
                     90,                0.87318,                0.85164,                 1.2282,                0.72738,                0.58509,                0.64105,                0.41831,                 1.3155,                 1.3397,                 1.6525,             0.00046602,             0.00046602,             0.00046602
                     91,                0.83357,                0.81014,                 1.2001,                0.68256,                0.53643,                0.60939,                0.40609,                 1.3504,                 1.3862,                 1.6979,              0.0004619,              0.0004619,              0.0004619
                     92,                0.86625,                0.84122,                  1.223,                0.64599,                  0.591,                0.61183,                0.41441,                 1.3318,                 1.3993,                  1.676,             0.00045778,             0.00045778,             0.00045778
                     93,                0.84103,                0.79404,                  1.192,                0.66032,                0.63989,                0.63592,                0.41251,                 1.3255,                 1.3117,                 1.6771,             0.00045365,             0.00045365,             0.00045365
                     94,                0.84467,                0.80987,                 1.2011,                0.60961,                0.53155,                0.58149,                0.38632,                 1.3133,                 1.4563,                 1.6569,             0.00044953,             0.00044953,             0.00044953
                     95,                0.84864,                0.82001,                  1.205,                0.67204,                0.57285,                0.63523,                0.43241,                 1.3154,                 1.3259,                 1.6592,             0.00044541,             0.00044541,             0.00044541
                     96,                0.81619,                0.76957,                 1.1959,                0.60997,                0.61837,                0.60961,                0.41376,                 1.2832,                 1.2722,                 1.6325,             0.00044128,             0.00044128,             0.00044128
                     97,                0.82125,                0.78143,                  1.193,                0.64806,                0.64412,                0.64603,                0.42919,                 1.3317,                 1.2466,                 1.6779,             0.00043716,             0.00043716,             0.00043716
                     98,                0.80112,                0.75352,                  1.193,                0.58784,                 0.5947,                0.60145,                0.39868,                 1.3414,                  1.312,                 1.7078,             0.00043304,             0.00043304,             0.00043304
                     99,                0.82006,                0.76002,                 1.1947,                0.66593,                0.54884,                0.59786,                0.38928,                 1.3421,                 1.3572,                 1.7006,             0.00042891,             0.00042891,             0.00042891
                    100,                0.81503,                0.76973,                 1.1866,                0.59601,                0.64622,                0.60852,                0.39668,                 1.3177,                 1.3633,                 1.6826,             0.00042479,             0.00042479,             0.00042479
                    101,                0.82259,                  0.774,                 1.1872,                0.63206,                0.57598,                0.59155,                0.39131,                 1.3139,                 1.3774,                 1.6672,             0.00042066,             0.00042066,             0.00042066
                    102,                 0.8108,                 0.7765,                 1.1803,                0.54969,                0.66955,                 0.6298,                0.41815,                 1.3184,                 1.2886,                 1.6681,             0.00041654,             0.00041654,             0.00041654
                    103,                 0.8124,                0.73749,                  1.194,                0.66052,                0.60586,                0.62503,                0.40833,                 1.3664,                 1.3728,                 1.7078,             0.00041242,             0.00041242,             0.00041242
                    104,                0.79739,                0.73539,                 1.1761,                0.68332,                0.59311,                0.60771,                0.40391,                 1.3276,                 1.3427,                 1.6745,             0.00040829,             0.00040829,             0.00040829
                    105,                0.80973,                0.74669,                 1.1688,                0.64802,                0.57646,                0.59301,                0.38942,                 1.3474,                 1.3661,                 1.6927,             0.00040417,             0.00040417,             0.00040417
                    106,                0.80069,                0.75358,                 1.1903,                0.70122,                0.54419,                0.61268,                0.40812,                 1.3513,                  1.424,                 1.6938,             0.00040005,             0.00040005,             0.00040005
                    107,                0.80276,                0.73822,                 1.1653,                0.63648,                0.59964,                0.61635,                0.40595,                 1.3935,                 1.3835,                 1.7521,             0.00039592,             0.00039592,             0.00039592
                    108,                  0.795,                0.74541,                 1.1719,                 0.5758,                0.62579,                0.60515,                0.40344,                 1.3553,                 1.3642,                 1.7136,              0.0003918,              0.0003918,              0.0003918
                    109,                0.79203,                0.72247,                 1.1754,                0.58409,                0.64785,                0.61479,                0.40896,                 1.4006,                 1.3402,                 1.7338,             0.00038768,             0.00038768,             0.00038768
                    110,                0.81119,                0.73072,                 1.1852,                0.64456,                 0.5987,                0.63481,                0.42153,                 1.3787,                 1.2622,                  1.727,             0.00038355,             0.00038355,             0.00038355
                    111,                0.78407,                0.69322,                  1.165,                0.61858,                0.56175,                0.59139,                0.39016,                 1.4018,                 1.4263,                 1.7248,             0.00037943,             0.00037943,             0.00037943
                    112,                0.76038,                0.69983,                 1.1588,                0.67957,                0.56774,                0.60566,                0.39575,                 1.3586,                 1.4116,                 1.7035,             0.00037531,             0.00037531,             0.00037531
                    113,                0.77857,                0.71826,                 1.1658,                 0.6289,                0.56165,                0.60466,                 0.3972,                 1.3429,                 1.4173,                 1.6699,             0.00037118,             0.00037118,             0.00037118
                    114,                0.75013,                0.67811,                 1.1474,                0.65597,                 0.5394,                 0.5741,                0.37559,                 1.3606,                  1.412,                 1.6977,             0.00036706,             0.00036706,             0.00036706
                    115,                0.77601,                0.69667,                 1.1631,                0.57891,                0.63988,                0.61071,                 0.3952,                 1.3326,                 1.4029,                 1.6969,             0.00036294,             0.00036294,             0.00036294
                    116,                0.75139,                0.69602,                 1.1582,                0.62798,                0.59235,                0.61265,                0.40359,                 1.3711,                 1.3485,                 1.7262,             0.00035881,             0.00035881,             0.00035881
                    117,                 0.7867,                0.68026,                 1.1746,                0.64862,                0.59165,                0.58866,                0.38745,                 1.3712,                 1.3964,                 1.7207,             0.00035469,             0.00035469,             0.00035469
                    118,                0.75305,                0.66975,                 1.1409,                0.67257,                0.59174,                0.61892,                0.40568,                 1.3543,                 1.3599,                 1.7083,             0.00035057,             0.00035057,             0.00035057
                    119,                 0.7556,                0.65063,                 1.1558,                0.60925,                0.62014,                0.60106,                0.38812,                 1.3686,                 1.4086,                 1.7189,             0.00034644,             0.00034644,             0.00034644
                    120,                0.75544,                0.65442,                 1.1493,                0.67184,                0.59408,                0.62944,                0.42091,                 1.3045,                 1.3601,                 1.6735,             0.00034232,             0.00034232,             0.00034232
                    121,                0.76161,                0.68524,                 1.1545,                0.62066,                0.63403,                0.61991,                 0.4068,                 1.3413,                 1.3164,                 1.6769,              0.0003382,              0.0003382,              0.0003382
                    122,                0.74201,                0.67199,                  1.146,                0.58549,                0.65063,                0.61651,                0.40657,                 1.3476,                 1.3209,                 1.7095,             0.00033407,             0.00033407,             0.00033407
                    123,                0.75287,                0.66724,                 1.1494,                0.68104,                0.58702,                0.60509,                0.38568,                 1.3759,                 1.3317,                 1.7468,             0.00032995,             0.00032995,             0.00032995
                    124,                0.75459,                0.66943,                 1.1467,                0.67549,                0.59337,                0.61352,                0.40519,                 1.3378,                 1.3084,                 1.7074,             0.00032583,             0.00032583,             0.00032583
                    125,                0.73292,                0.66348,                 1.1479,                0.69046,                0.60566,                0.64433,                0.41585,                 1.3615,                   1.28,                 1.7269,              0.0003217,              0.0003217,              0.0003217
                    126,                0.72939,                0.63743,                 1.1429,                 0.6544,                0.60297,                0.62978,                0.41293,                 1.3614,                 1.3483,                 1.7527,             0.00031758,             0.00031758,             0.00031758
                    127,                 0.7269,                0.64892,                 1.1399,                 0.6347,                0.61218,                  0.624,                0.39826,                 1.3666,                 1.3684,                 1.7478,             0.00031346,             0.00031346,             0.00031346
                    128,                0.72113,                0.65853,                 1.1423,                0.62806,                0.61894,                0.63323,                0.41786,                  1.345,                 1.3074,                 1.7304,             0.00030933,             0.00030933,             0.00030933
                    129,                0.73124,                0.66842,                 1.1324,                0.67397,                0.60905,                0.64204,                0.42666,                 1.3499,                 1.2566,                 1.7265,             0.00030521,             0.00030521,             0.00030521
                    130,                0.72405,                0.64013,                 1.1328,                0.66917,                0.62478,                0.64146,                0.41897,                 1.3482,                 1.2769,                 1.7396,             0.00030109,             0.00030109,             0.00030109
                    131,                0.73065,                0.65764,                  1.148,                0.68697,                0.60962,                0.63062,                 0.4052,                 1.3739,                 1.3119,                 1.7537,             0.00029696,             0.00029696,             0.00029696
                    132,                0.72915,                0.62018,                 1.1374,                0.73306,                0.56811,                0.63438,                0.40721,                 1.3614,                 1.3395,                 1.7279,             0.00029284,             0.00029284,             0.00029284
                    133,                0.69789,                0.60826,                 1.1152,                0.60649,                0.61454,                0.60559,                0.39013,                 1.3403,                 1.3709,                 1.7301,             0.00028872,             0.00028872,             0.00028872
                    134,                0.68142,                0.60927,                 1.1026,                0.68564,                0.58297,                 0.6304,                0.41237,                 1.3412,                 1.2823,                 1.7197,             0.00028459,             0.00028459,             0.00028459
                    135,                0.70448,                0.63837,                 1.1276,                0.67136,                0.58343,                0.61425,                0.40303,                 1.3696,                  1.353,                 1.7658,             0.00028047,             0.00028047,             0.00028047
                    136,                0.70312,                 0.6301,                 1.1263,                0.72312,                0.58551,                0.63928,                0.40989,                 1.3402,                 1.3243,                 1.7377,             0.00027635,             0.00027635,             0.00027635
                    137,                0.71487,                 0.6446,                 1.1358,                0.65207,                0.62481,                0.63232,                0.41444,                 1.3711,                 1.3658,                 1.7419,             0.00027222,             0.00027222,             0.00027222
                    138,                0.67947,                0.58985,                 1.1037,                 0.7343,                0.57106,                0.60712,                0.39044,                 1.3973,                 1.4124,                 1.7768,              0.0002681,              0.0002681,              0.0002681
                    139,                 0.7134,                0.63748,                 1.1455,                 0.6749,                0.60636,                0.62765,                0.40332,                 1.3547,                 1.3189,                 1.7432,             0.00026398,             0.00026398,             0.00026398
                    140,                0.70091,                0.60733,                 1.1169,                0.68481,                0.58216,                0.62795,                0.40866,                 1.3693,                 1.3498,                  1.766,             0.00025985,             0.00025985,             0.00025985
                    141,                0.67636,                0.59482,                 1.1051,                0.65769,                0.59211,                0.60854,                 0.3925,                 1.3651,                 1.4281,                 1.7516,             0.00025573,             0.00025573,             0.00025573
                    142,                0.69854,                0.58971,                 1.1191,                0.64359,                0.64699,                0.64189,                0.42177,                 1.3571,                 1.2866,                 1.7463,             0.00025161,             0.00025161,             0.00025161
                    143,                0.67484,                0.58255,                 1.1074,                 0.6833,                 0.5905,                0.62545,                0.39509,                 1.3876,                 1.3491,                 1.7628,             0.00024748,             0.00024748,             0.00024748
                    144,                0.69053,                0.60424,                  1.101,                0.65387,                 0.5798,                0.60312,                0.38886,                  1.367,                 1.4206,                 1.7475,             0.00024336,             0.00024336,             0.00024336
                    145,                0.69429,                0.59102,                 1.1142,                0.70522,                0.60113,                 0.6262,                0.40137,                 1.4091,                 1.3649,                 1.7895,             0.00023924,             0.00023924,             0.00023924
                    146,                0.71483,                0.61084,                 1.1328,                0.65151,                0.61746,                0.62384,                0.40446,                 1.3931,                 1.3657,                 1.7989,             0.00023511,             0.00023511,             0.00023511
                    147,                0.69045,                0.59982,                 1.1249,                0.64175,                0.61207,                0.60619,                0.39422,                 1.3732,                 1.3753,                 1.7745,             0.00023099,             0.00023099,             0.00023099
                    148,                0.68281,                 0.5813,                 1.1112,                0.71687,                0.56433,                 0.6217,                0.40244,                  1.381,                 1.3789,                 1.7746,             0.00022687,             0.00022687,             0.00022687
                    149,                0.67527,                0.57184,                  1.106,                0.69083,                0.59459,                0.63441,                0.41552,                 1.3527,                 1.3175,                 1.7406,             0.00022274,             0.00022274,             0.00022274
                    150,                 0.6805,                0.60228,                 1.1086,                0.58495,                0.67273,                0.63701,                0.41957,                 1.3503,                 1.3336,                 1.7475,             0.00021862,             0.00021862,             0.00021862
                    151,                 0.6769,                0.56215,                 1.0935,                0.66655,                0.62025,                0.62622,                0.40841,                 1.3507,                 1.3068,                 1.7618,              0.0002145,              0.0002145,              0.0002145
                    152,                0.66478,                0.57332,                 1.1007,                0.60018,                0.60107,                0.61268,                0.40498,                 1.3782,                 1.3701,                 1.7822,             0.00021037,             0.00021037,             0.00021037
