                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.71518,                0.68451,                 1.1494,                0.60167,                0.66112,                0.62496,                0.39305,                 1.4658,                 1.6876,                  1.864,             0.00038768,             0.00038768,             0.00038768
                    110,                0.71221,                0.68908,                 1.1363,                0.57522,                0.61596,                0.57574,                 0.3728,                 1.4561,                 1.6186,                 1.8345,             0.00038355,             0.00038355,             0.00038355
                    111,                0.67854,                0.65018,                 1.0961,                0.49471,                0.66471,                0.60755,                0.40221,                 1.4621,                 1.5755,                  1.862,             0.00037943,             0.00037943,             0.00037943
                    112,                0.69963,                0.66955,                 1.1294,                  0.584,                0.57423,                0.60576,                0.38698,                 1.4899,                 1.5502,                 1.9541,             0.00037531,             0.00037531,             0.00037531
                    113,                0.68295,                0.67008,                 1.1195,                 0.6748,                0.54726,                0.61502,                0.37924,                 1.4785,                  1.524,                 1.9249,             0.00037118,             0.00037118,             0.00037118
                    114,                0.72097,                0.70998,                 1.1204,                0.56269,                0.64696,                 0.6143,                0.37593,                  1.525,                 1.4951,                 1.9304,             0.00036706,             0.00036706,             0.00036706
                    115,                0.69554,                0.66761,                 1.1169,                0.64812,                0.59801,                0.62972,                0.40367,                 1.4325,                 1.4133,                  1.827,             0.00036294,             0.00036294,             0.00036294
                    116,                0.68899,                0.65875,                 1.1176,                0.65846,                0.56866,                0.60873,                0.39268,                 1.3603,                 1.5491,                 1.7706,             0.00035881,             0.00035881,             0.00035881
                    117,                0.67965,                0.64333,                 1.1181,                0.55596,                0.63802,                0.60669,                0.38289,                 1.3644,                 1.4846,                 1.7779,             0.00035469,             0.00035469,             0.00035469
                    118,                 0.7156,                0.64941,                 1.1113,                0.56928,                0.64417,                0.64598,                0.41193,                 1.3935,                 1.3138,                 1.7705,             0.00035057,             0.00035057,             0.00035057
                    119,                0.66223,                0.62614,                 1.0932,                0.61868,                0.60354,                0.63656,                0.41079,                 1.3875,                 1.3826,                 1.7997,             0.00034644,             0.00034644,             0.00034644
                    120,                0.68182,                 0.6339,                 1.1072,                0.53297,                0.62172,                0.59294,                0.37621,                 1.4637,                 1.6477,                 1.8831,             0.00034232,             0.00034232,             0.00034232
                    121,                0.68987,                0.63189,                 1.1135,                0.50151,                0.67369,                0.57377,                 0.3657,                 1.4465,                  1.669,                 1.8793,              0.0003382,              0.0003382,              0.0003382
                    122,                0.64038,                0.63787,                 1.1069,                0.61637,                0.58269,                 0.5925,                0.38316,                 1.2851,                 1.5534,                 1.6753,             0.00033407,             0.00033407,             0.00033407
                    123,                0.66904,                 0.6314,                  1.118,                0.58868,                0.59861,                0.61029,                0.40546,                 1.3003,                  1.498,                 1.6919,             0.00032995,             0.00032995,             0.00032995
                    124,                 0.6868,                0.65555,                 1.0997,                0.54665,                 0.5886,                0.60002,                0.38565,                 1.3304,                 1.5876,                 1.7143,             0.00032583,             0.00032583,             0.00032583
                    125,                0.66398,                 0.6234,                 1.1061,                0.59125,                0.58971,                0.61472,                0.39354,                 1.3586,                  1.517,                 1.7546,              0.0003217,              0.0003217,              0.0003217
                    126,                0.66871,                0.62638,                  1.103,                0.62064,                0.61286,                0.63791,                0.41619,                 1.2909,                 1.4236,                 1.6891,             0.00031758,             0.00031758,             0.00031758
                    127,                 0.6825,                0.61948,                  1.092,                0.63024,                0.56998,                0.61234,                0.38743,                 1.4661,                 1.4572,                 1.8928,             0.00031346,             0.00031346,             0.00031346
                    128,                0.65435,                0.59919,                 1.0892,                0.63538,                0.51297,                0.59953,                0.39616,                 1.4364,                   1.55,                 1.8754,             0.00030933,             0.00030933,             0.00030933
                    129,                0.65363,                0.61437,                 1.0932,                0.51094,                0.65576,                 0.6181,                0.40274,                 1.4523,                 1.6221,                 1.9161,             0.00030521,             0.00030521,             0.00030521
                    130,                0.63907,                0.59499,                 1.0884,                0.65314,                0.50065,                0.59286,                0.38533,                 1.4138,                 1.3645,                 1.8767,             0.00030109,             0.00030109,             0.00030109
                    131,                0.63829,                0.60359,                 1.0933,                0.62194,                0.55674,                0.61028,                0.39132,                 1.4414,                 1.4078,                 1.8701,             0.00029696,             0.00029696,             0.00029696
                    132,                0.66231,                0.60647,                 1.1078,                0.56245,                0.59757,                 0.6056,                0.38335,                  1.403,                 1.4106,                 1.8427,             0.00029284,             0.00029284,             0.00029284
